scenario,mode_folder,condition_name,run_id,run_label,run_path,trial_index,window_label,eventual_success,first_attempt_success,stored_attempts,corrected_attempts,duration_seconds,runtime_ms
lever,raw,baseline_raw,lever-2026-03-31T22-13-51-800Z,lever_baseline_raw_137,runs/lever/raw/lever-2026-03-31T22-13-51-800Z,137,126-150,true,false,1,2,7.714,7713
lever,raw,baseline_raw,lever-2026-03-31T22-14-04-207Z,lever_baseline_raw_138,runs/lever/raw/lever-2026-03-31T22-14-04-207Z,138,126-150,true,false,1,2,7.725,7724
lever,raw,baseline_raw,lever-2026-03-31T22-14-16-888Z,lever_baseline_raw_139,runs/lever/raw/lever-2026-03-31T22-14-16-888Z,139,126-150,true,false,4,5,18.318,18317
lever,raw,baseline_raw,lever-2026-03-31T22-14-40-196Z,lever_baseline_raw_140,runs/lever/raw/lever-2026-03-31T22-14-40-196Z,140,126-150,true,false,1,2,7.704,7703
lever,raw,baseline_raw,lever-2026-03-31T22-14-52-557Z,lever_baseline_raw_141,runs/lever/raw/lever-2026-03-31T22-14-52-557Z,141,126-150,true,false,4,5,18.272,18271
lever,raw,baseline_raw,lever-2026-03-31T22-15-15-561Z,lever_baseline_raw_142,runs/lever/raw/lever-2026-03-31T22-15-15-561Z,142,126-150,true,false,5,6,21.923,21921
lever,raw,baseline_raw,lever-2026-03-31T22-15-42-397Z,lever_baseline_raw_143,runs/lever/raw/lever-2026-03-31T22-15-42-397Z,143,126-150,true,false,3,4,14.801,14800
lever,raw,baseline_raw,lever-2026-03-31T22-16-02-145Z,lever_baseline_raw_144,runs/lever/raw/lever-2026-03-31T22-16-02-145Z,144,126-150,true,false,4,5,18.326,18324
lever,raw,baseline_raw,lever-2026-03-31T22-16-25-249Z,lever_baseline_raw_145,runs/lever/raw/lever-2026-03-31T22-16-25-249Z,145,126-150,true,false,2,3,11.301,11300
lever,raw,baseline_raw,lever-2026-03-31T22-16-41-396Z,lever_baseline_raw_146,runs/lever/raw/lever-2026-03-31T22-16-41-396Z,146,126-150,true,false,1,2,7.697,7696
lever,raw,baseline_raw,lever-2026-03-31T22-16-54-066Z,lever_baseline_raw_147,runs/lever/raw/lever-2026-03-31T22-16-54-066Z,147,126-150,true,true,0,1,4.225,4224
lever,raw,baseline_raw,lever-2026-03-31T22-17-02-895Z,lever_baseline_raw_148,runs/lever/raw/lever-2026-03-31T22-17-02-895Z,148,126-150,true,false,2,3,11.325,11324
lever,raw,baseline_raw,lever-2026-03-31T22-17-18-907Z,lever_baseline_raw_149,runs/lever/raw/lever-2026-03-31T22-17-18-907Z,149,126-150,true,true,0,1,4.175,4174
lever,raw,baseline_raw,lever-2026-03-31T22-17-28-098Z,lever_baseline_raw_150,runs/lever/raw/lever-2026-03-31T22-17-28-098Z,150,126-150,true,false,4,5,18.309,18308
lever,raw,baseline_raw,lever-2026-03-31T22-17-51-147Z,lever_baseline_raw_151,runs/lever/raw/lever-2026-03-31T22-17-51-147Z,151,151-175,true,false,2,3,11.294,11292
lever,raw,baseline_raw,lever-2026-03-31T22-18-07-205Z,lever_baseline_raw_152,runs/lever/raw/lever-2026-03-31T22-18-07-205Z,152,151-175,true,false,1,2,7.727,7725
lever,raw,baseline_raw,lever-2026-03-31T22-18-19-549Z,lever_baseline_raw_153,runs/lever/raw/lever-2026-03-31T22-18-19-549Z,153,151-175,true,false,3,4,14.889,14888
lever,raw,baseline_raw,lever-2026-03-31T22-18-39-560Z,lever_baseline_raw_154,runs/lever/raw/lever-2026-03-31T22-18-39-560Z,154,151-175,true,false,2,3,11.223,11221
lever,raw,baseline_raw,lever-2026-03-31T22-18-55-716Z,lever_baseline_raw_155,runs/lever/raw/lever-2026-03-31T22-18-55-716Z,155,151-175,true,false,3,4,14.784,14780
lever,raw,baseline_raw,lever-2026-03-31T22-19-15-526Z,lever_baseline_raw_156,runs/lever/raw/lever-2026-03-31T22-19-15-526Z,156,151-175,true,false,1,2,7.751,7749
lever,raw,baseline_raw,lever-2026-03-31T22-19-27-944Z,lever_baseline_raw_157,runs/lever/raw/lever-2026-03-31T22-19-27-944Z,157,151-175,true,false,2,3,11.327,11325
lever,raw,baseline_raw,lever-2026-03-31T22-19-44-315Z,lever_baseline_raw_158,runs/lever/raw/lever-2026-03-31T22-19-44-315Z,158,151-175,true,false,1,2,7.768,7767
lever,raw,baseline_raw,lever-2026-03-31T22-19-56-982Z,lever_baseline_raw_159,runs/lever/raw/lever-2026-03-31T22-19-56-982Z,159,151-175,true,false,4,5,18.346,18345
lever,raw,baseline_raw,lever-2026-03-31T22-20-20-349Z,lever_baseline_raw_160,runs/lever/raw/lever-2026-03-31T22-20-20-349Z,160,151-175,true,false,1,2,7.728,7727
lever,raw,baseline_raw,lever-2026-03-31T22-20-32-852Z,lever_baseline_raw_161,runs/lever/raw/lever-2026-03-31T22-20-32-852Z,161,151-175,true,false,2,3,11.285,11283
lever,raw,baseline_raw,lever-2026-03-31T22-20-49-102Z,lever_baseline_raw_162,runs/lever/raw/lever-2026-03-31T22-20-49-102Z,162,151-175,true,true,0,1,4.184,4183
lever,raw,baseline_raw,lever-2026-03-31T22-20-58-401Z,lever_baseline_raw_163,runs/lever/raw/lever-2026-03-31T22-20-58-401Z,163,151-175,true,true,0,1,4.199,4198
lever,raw,baseline_raw,lever-2026-03-31T22-21-07-737Z,lever_baseline_raw_164,runs/lever/raw/lever-2026-03-31T22-21-07-737Z,164,151-175,true,false,5,6,21.842,21841
lever,raw,baseline_raw,lever-2026-03-31T22-21-34-647Z,lever_baseline_raw_165,runs/lever/raw/lever-2026-03-31T22-21-34-647Z,165,151-175,true,true,0,1,4.216,4215
lever,raw,baseline_raw,lever-2026-03-31T22-21-43-857Z,lever_baseline_raw_166,runs/lever/raw/lever-2026-03-31T22-21-43-857Z,166,151-175,true,false,2,3,11.268,11267
lever,raw,baseline_raw,lever-2026-03-31T22-22-00-104Z,lever_baseline_raw_167,runs/lever/raw/lever-2026-03-31T22-22-00-104Z,167,151-175,true,false,2,3,11.247,11246
lever,raw,baseline_raw,lever-2026-03-31T22-22-16-355Z,lever_baseline_raw_168,runs/lever/raw/lever-2026-03-31T22-22-16-355Z,168,151-175,true,true,0,1,4.201,4200
lever,raw,baseline_raw,lever-2026-03-31T22-22-25-467Z,lever_baseline_raw_169,runs/lever/raw/lever-2026-03-31T22-22-25-467Z,169,151-175,true,false,1,2,7.795,7795
lever,raw,baseline_raw,lever-2026-03-31T22-22-38-152Z,lever_baseline_raw_170,runs/lever/raw/lever-2026-03-31T22-22-38-152Z,170,151-175,true,false,2,3,11.222,11221
lever,raw,baseline_raw,lever-2026-03-31T22-22-54-402Z,lever_baseline_raw_171,runs/lever/raw/lever-2026-03-31T22-22-54-402Z,171,151-175,true,false,4,5,18.292,18291
lever,raw,baseline_raw,lever-2026-03-31T22-23-17-542Z,lever_baseline_raw_172,runs/lever/raw/lever-2026-03-31T22-23-17-542Z,172,151-175,true,false,3,4,14.768,14767
lever,raw,baseline_raw,lever-2026-03-31T22-23-37-089Z,lever_baseline_raw_173,runs/lever/raw/lever-2026-03-31T22-23-37-089Z,173,151-175,true,false,5,6,21.797,21795
lever,raw,baseline_raw,lever-2026-03-31T22-24-03-441Z,lever_baseline_raw_174,runs/lever/raw/lever-2026-03-31T22-24-03-441Z,174,151-175,true,false,3,4,14.781,14779
lever,raw,baseline_raw,lever-2026-03-31T22-24-23-039Z,lever_baseline_raw_175,runs/lever/raw/lever-2026-03-31T22-24-23-039Z,175,151-175,true,false,3,4,14.761,14760
lever,raw,baseline_raw,lever-2026-03-31T22-24-42-601Z,lever_baseline_raw_176,runs/lever/raw/lever-2026-03-31T22-24-42-601Z,176,176-200,true,false,5,6,21.802,21801
lever,raw,baseline_raw,lever-2026-03-31T22-25-09-089Z,lever_baseline_raw_177,runs/lever/raw/lever-2026-03-31T22-25-09-089Z,177,176-200,true,false,4,5,18.28,18279
lever,raw,baseline_raw,lever-2026-03-31T22-25-32-210Z,lever_baseline_raw_178,runs/lever/raw/lever-2026-03-31T22-25-32-210Z,178,176-200,true,false,3,4,14.782,14780
lever,raw,baseline_raw,lever-2026-03-31T22-25-51-811Z,lever_baseline_raw_179,runs/lever/raw/lever-2026-03-31T22-25-51-811Z,179,176-200,true,false,3,4,14.734,14733
lever,raw,baseline_raw,lever-2026-03-31T22-26-11-318Z,lever_baseline_raw_180,runs/lever/raw/lever-2026-03-31T22-26-11-318Z,180,176-200,true,true,0,1,4.215,4214
lever,raw,baseline_raw,lever-2026-03-31T22-26-20-049Z,lever_baseline_raw_181,runs/lever/raw/lever-2026-03-31T22-26-20-049Z,181,176-200,true,false,5,6,21.841,21839
lever,raw,baseline_raw,lever-2026-03-31T22-26-46-751Z,lever_baseline_raw_182,runs/lever/raw/lever-2026-03-31T22-26-46-751Z,182,176-200,true,true,0,1,4.207,4205
lever,raw,baseline_raw,lever-2026-03-31T22-26-56-056Z,lever_baseline_raw_183,runs/lever/raw/lever-2026-03-31T22-26-56-056Z,183,176-200,true,false,4,5,18.345,18337
lever,raw,baseline_raw,lever-2026-03-31T22-27-19-158Z,lever_baseline_raw_184,runs/lever/raw/lever-2026-03-31T22-27-19-158Z,184,176-200,true,false,3,4,14.798,14796
lever,raw,baseline_raw,lever-2026-03-31T22-27-38-894Z,lever_baseline_raw_185,runs/lever/raw/lever-2026-03-31T22-27-38-894Z,185,176-200,true,false,5,6,21.84,21839
lever,raw,baseline_raw,lever-2026-03-31T22-28-05-698Z,lever_baseline_raw_186,runs/lever/raw/lever-2026-03-31T22-28-05-698Z,186,176-200,true,false,5,6,21.814,21813
lever,raw,baseline_raw,lever-2026-03-31T22-28-32-448Z,lever_baseline_raw_187,runs/lever/raw/lever-2026-03-31T22-28-32-448Z,187,176-200,true,false,5,6,21.864,21863
lever,raw,baseline_raw,lever-2026-03-31T22-28-59-298Z,lever_baseline_raw_188,runs/lever/raw/lever-2026-03-31T22-28-59-298Z,188,176-200,true,false,5,6,21.832,21831
lever,raw,baseline_raw,lever-2026-03-31T22-29-26-217Z,lever_baseline_raw_189,runs/lever/raw/lever-2026-03-31T22-29-26-217Z,189,176-200,true,false,5,6,21.82,21819
lever,raw,baseline_raw,lever-2026-03-31T22-29-53-099Z,lever_baseline_raw_190,runs/lever/raw/lever-2026-03-31T22-29-53-099Z,190,176-200,true,true,0,1,4.185,4184
lever,raw,baseline_raw,lever-2026-03-31T22-30-02-270Z,lever_baseline_raw_191,runs/lever/raw/lever-2026-03-31T22-30-02-270Z,191,176-200,true,false,1,2,7.768,7766
lever,raw,baseline_raw,lever-2026-03-31T22-30-14-912Z,lever_baseline_raw_192,runs/lever/raw/lever-2026-03-31T22-30-14-912Z,192,176-200,true,false,3,4,14.763,14762
lever,raw,baseline_raw,lever-2026-03-31T22-30-34-597Z,lever_baseline_raw_193,runs/lever/raw/lever-2026-03-31T22-30-34-597Z,193,176-200,true,true,0,1,4.237,4235
lever,raw,baseline_raw,lever-2026-03-31T22-30-43-874Z,lever_baseline_raw_194,runs/lever/raw/lever-2026-03-31T22-30-43-874Z,194,176-200,true,true,0,1,4.207,4195
lever,raw,baseline_raw,lever-2026-03-31T22-30-52-882Z,lever_baseline_raw_195,runs/lever/raw/lever-2026-03-31T22-30-52-882Z,195,176-200,true,false,2,3,11.343,11331
lever,raw,baseline_raw,lever-2026-03-31T22-31-09-181Z,lever_baseline_raw_196,runs/lever/raw/lever-2026-03-31T22-31-09-181Z,196,176-200,true,false,5,6,21.865,21864
lever,raw,baseline_raw,lever-2026-03-31T22-31-36-030Z,lever_baseline_raw_197,runs/lever/raw/lever-2026-03-31T22-31-36-030Z,197,176-200,true,false,4,5,18.337,18335
lever,raw,baseline_raw,lever-2026-03-31T22-31-59-298Z,lever_baseline_raw_198,runs/lever/raw/lever-2026-03-31T22-31-59-298Z,198,176-200,true,false,1,2,7.754,7752
lever,raw,baseline_raw,lever-2026-03-31T22-32-11-773Z,lever_baseline_raw_199,runs/lever/raw/lever-2026-03-31T22-32-11-773Z,199,176-200,true,false,2,3,11.32,11317
lever,raw,baseline_raw,lever-2026-03-31T22-32-27-843Z,lever_baseline_raw_200,runs/lever/raw/lever-2026-03-31T22-32-27-843Z,200,176-200,true,true,0,1,4.183,4182
lever,distilled,distilled_memory,lever-2026-04-01T00-50-06-902Z,lever_distilled_memory_001,runs/lever/distilled/lever-2026-04-01T00-50-06-902Z,1,1-25,true,false,2,3,11.377,11376
lever,distilled,distilled_memory,lever-2026-04-01T00-50-22-845Z,lever_distilled_memory_002,runs/lever/distilled/lever-2026-04-01T00-50-22-845Z,2,1-25,true,true,0,1,4.193,4192
lever,distilled,distilled_memory,lever-2026-04-01T00-50-31-954Z,lever_distilled_memory_003,runs/lever/distilled/lever-2026-04-01T00-50-31-954Z,3,1-25,true,true,0,1,4.216,4215
lever,distilled,distilled_memory,lever-2026-04-01T00-50-41-152Z,lever_distilled_memory_004,runs/lever/distilled/lever-2026-04-01T00-50-41-152Z,4,1-25,true,true,0,1,4.217,4216
lever,distilled,distilled_memory,lever-2026-04-01T00-50-50-143Z,lever_distilled_memory_005,runs/lever/distilled/lever-2026-04-01T00-50-50-143Z,5,1-25,true,true,0,1,4.373,4371
lever,distilled,distilled_memory,lever-2026-04-01T00-50-59-144Z,lever_distilled_memory_006,runs/lever/distilled/lever-2026-04-01T00-50-59-144Z,6,1-25,true,true,0,1,4.207,4205
lever,distilled,distilled_memory,lever-2026-04-01T00-51-08-294Z,lever_distilled_memory_007,runs/lever/distilled/lever-2026-04-01T00-51-08-294Z,7,1-25,true,true,0,1,4.229,4228
lever,distilled,distilled_memory,lever-2026-04-01T00-51-17-595Z,lever_distilled_memory_008,runs/lever/distilled/lever-2026-04-01T00-51-17-595Z,8,1-25,true,true,0,1,4.2,4198
lever,distilled,distilled_memory,lever-2026-04-01T00-51-26-562Z,lever_distilled_memory_009,runs/lever/distilled/lever-2026-04-01T00-51-26-562Z,9,1-25,true,true,0,1,4.357,4355
lever,distilled,distilled_memory,lever-2026-04-01T00-51-35-506Z,lever_distilled_memory_010,runs/lever/distilled/lever-2026-04-01T00-51-35-506Z,10,1-25,true,true,0,1,4.189,4188
lever,distilled,distilled_memory,lever-2026-04-01T00-51-44-668Z,lever_distilled_memory_011,runs/lever/distilled/lever-2026-04-01T00-51-44-668Z,11,1-25,true,true,0,1,4.191,4189
lever,distilled,distilled_memory,lever-2026-04-01T00-51-53-851Z,lever_distilled_memory_012,runs/lever/distilled/lever-2026-04-01T00-51-53-851Z,12,1-25,true,true,0,1,4.236,4234
lever,distilled,distilled_memory,lever-2026-04-01T00-52-03-026Z,lever_distilled_memory_013,runs/lever/distilled/lever-2026-04-01T00-52-03-026Z,13,1-25,true,true,0,1,4.256,4254
lever,distilled,distilled_memory,lever-2026-04-01T00-52-11-895Z,lever_distilled_memory_014,runs/lever/distilled/lever-2026-04-01T00-52-11-895Z,14,1-25,true,true,0,1,4.214,4212
lever,distilled,distilled_memory,lever-2026-04-01T00-52-21-040Z,lever_distilled_memory_015,runs/lever/distilled/lever-2026-04-01T00-52-21-040Z,15,1-25,true,true,0,1,4.197,4195
lever,distilled,distilled_memory,lever-2026-04-01T00-52-30-155Z,lever_distilled_memory_016,runs/lever/distilled/lever-2026-04-01T00-52-30-155Z,16,1-25,true,true,0,1,4.195,4193
lever,distilled,distilled_memory,lever-2026-04-01T00-52-39-063Z,lever_distilled_memory_017,runs/lever/distilled/lever-2026-04-01T00-52-39-063Z,17,1-25,true,true,0,1,4.4,4387
lever,distilled,distilled_memory,lever-2026-04-01T00-52-48-105Z,lever_distilled_memory_018,runs/lever/distilled/lever-2026-04-01T00-52-48-105Z,18,1-25,true,true,0,1,4.217,4215
lever,distilled,distilled_memory,lever-2026-04-01T00-52-57-361Z,lever_distilled_memory_019,runs/lever/distilled/lever-2026-04-01T00-52-57-361Z,19,1-25,true,true,0,1,4.274,4273
lever,distilled,distilled_memory,lever-2026-04-01T00-53-06-796Z,lever_distilled_memory_020,runs/lever/distilled/lever-2026-04-01T00-53-06-796Z,20,1-25,true,true,0,1,4.228,4227
lever,distilled,distilled_memory,lever-2026-04-01T00-53-15-995Z,lever_distilled_memory_021,runs/lever/distilled/lever-2026-04-01T00-53-15-995Z,21,1-25,true,true,0,1,4.249,4247
lever,distilled,distilled_memory,lever-2026-04-01T00-53-25-196Z,lever_distilled_memory_022,runs/lever/distilled/lever-2026-04-01T00-53-25-196Z,22,1-25,true,true,0,1,4.225,4223
lever,distilled,distilled_memory,lever-2026-04-01T00-53-34-014Z,lever_distilled_memory_023,runs/lever/distilled/lever-2026-04-01T00-53-34-014Z,23,1-25,true,true,0,1,4.285,4284
lever,distilled,distilled_memory,lever-2026-04-01T00-53-43-243Z,lever_distilled_memory_024,runs/lever/distilled/lever-2026-04-01T00-53-43-243Z,24,1-25,true,true,0,1,4.247,4246
lever,distilled,distilled_memory,lever-2026-04-01T00-53-52-345Z,lever_distilled_memory_025,runs/lever/distilled/lever-2026-04-01T00-53-52-345Z,25,1-25,true,true,0,1,4.246,4245
lever,distilled,distilled_memory,lever-2026-04-01T00-54-01-425Z,lever_distilled_memory_026,runs/lever/distilled/lever-2026-04-01T00-54-01-425Z,26,26-50,true,true,0,1,4.334,4332
lever,distilled,distilled_memory,lever-2026-04-01T00-54-10-396Z,lever_distilled_memory_027,runs/lever/distilled/lever-2026-04-01T00-54-10-396Z,27,26-50,true,true,0,1,4.235,4234
lever,distilled,distilled_memory,lever-2026-04-01T00-54-19-647Z,lever_distilled_memory_028,runs/lever/distilled/lever-2026-04-01T00-54-19-647Z,28,26-50,true,true,0,1,4.234,4232
lever,distilled,distilled_memory,lever-2026-04-01T00-54-28-897Z,lever_distilled_memory_029,runs/lever/distilled/lever-2026-04-01T00-54-28-897Z,29,26-50,true,true,0,1,4.221,4219
lever,distilled,distilled_memory,lever-2026-04-01T00-54-38-046Z,lever_distilled_memory_030,runs/lever/distilled/lever-2026-04-01T00-54-38-046Z,30,26-50,true,true,0,1,4.24,4238
lever,distilled,distilled_memory,lever-2026-04-01T00-54-46-845Z,lever_distilled_memory_031,runs/lever/distilled/lever-2026-04-01T00-54-46-845Z,31,26-50,true,true,0,1,4.301,4289
lever,distilled,distilled_memory,lever-2026-04-01T00-54-56-094Z,lever_distilled_memory_032,runs/lever/distilled/lever-2026-04-01T00-54-56-094Z,32,26-50,true,true,0,1,4.25,4249
lever,distilled,distilled_memory,lever-2026-04-01T00-55-05-357Z,lever_distilled_memory_033,runs/lever/distilled/lever-2026-04-01T00-55-05-357Z,33,26-50,true,true,0,1,4.233,4231
lever,distilled,distilled_memory,lever-2026-04-01T00-55-14-573Z,lever_distilled_memory_034,runs/lever/distilled/lever-2026-04-01T00-55-14-573Z,34,26-50,true,true,0,1,4.236,4235
lever,distilled,distilled_memory,lever-2026-04-01T00-55-23-512Z,lever_distilled_memory_035,runs/lever/distilled/lever-2026-04-01T00-55-23-512Z,35,26-50,true,true,0,1,4.376,4374
lever,distilled,distilled_memory,lever-2026-04-01T00-55-32-596Z,lever_distilled_memory_036,runs/lever/distilled/lever-2026-04-01T00-55-32-596Z,36,26-50,true,true,0,1,4.249,4242
lever,distilled,distilled_memory,lever-2026-04-01T00-55-41-744Z,lever_distilled_memory_037,runs/lever/distilled/lever-2026-04-01T00-55-41-744Z,37,26-50,true,true,0,1,4.232,4230
lever,distilled,distilled_memory,lever-2026-04-01T00-55-51-051Z,lever_distilled_memory_038,runs/lever/distilled/lever-2026-04-01T00-55-51-051Z,38,26-50,true,true,0,1,4.245,4243
lever,distilled,distilled_memory,lever-2026-04-01T00-56-00-214Z,lever_distilled_memory_039,runs/lever/distilled/lever-2026-04-01T00-56-00-214Z,39,26-50,true,true,0,1,4.267,4266
lever,distilled,distilled_memory,lever-2026-04-01T00-56-09-182Z,lever_distilled_memory_040,runs/lever/distilled/lever-2026-04-01T00-56-09-182Z,40,26-50,true,true,0,1,4.423,4422
lever,distilled,distilled_memory,lever-2026-04-01T00-56-18-242Z,lever_distilled_memory_041,runs/lever/distilled/lever-2026-04-01T00-56-18-242Z,41,26-50,true,true,0,1,4.237,4235
lever,distilled,distilled_memory,lever-2026-04-01T00-56-27-448Z,lever_distilled_memory_042,runs/lever/distilled/lever-2026-04-01T00-56-27-448Z,42,26-50,true,true,0,1,4.211,4209
lever,distilled,distilled_memory,lever-2026-04-01T00-56-36-595Z,lever_distilled_memory_043,runs/lever/distilled/lever-2026-04-01T00-56-36-595Z,43,26-50,true,true,0,1,4.258,4256
lever,distilled,distilled_memory,lever-2026-04-01T00-56-45-811Z,lever_distilled_memory_044,runs/lever/distilled/lever-2026-04-01T00-56-45-811Z,44,26-50,true,true,0,1,4.237,4235
lever,distilled,distilled_memory,lever-2026-04-01T00-56-54-646Z,lever_distilled_memory_045,runs/lever/distilled/lever-2026-04-01T00-56-54-646Z,45,26-50,true,true,0,1,4.264,4263
lever,distilled,distilled_memory,lever-2026-04-01T00-57-03-905Z,lever_distilled_memory_046,runs/lever/distilled/lever-2026-04-01T00-57-03-905Z,46,26-50,true,true,0,1,4.266,4264
lever,distilled,distilled_memory,lever-2026-04-01T00-57-13-161Z,lever_distilled_memory_047,runs/lever/distilled/lever-2026-04-01T00-57-13-161Z,47,26-50,true,true,0,1,4.254,4253
lever,distilled,distilled_memory,lever-2026-04-01T00-57-22-315Z,lever_distilled_memory_048,runs/lever/distilled/lever-2026-04-01T00-57-22-315Z,48,26-50,true,true,0,1,4.221,4219
lever,distilled,distilled_memory,lever-2026-04-01T00-57-31-204Z,lever_distilled_memory_049,runs/lever/distilled/lever-2026-04-01T00-57-31-204Z,49,26-50,true,true,0,1,4.44,4439
lever,distilled,distilled_memory,lever-2026-04-01T00-57-40-294Z,lever_distilled_memory_050,runs/lever/distilled/lever-2026-04-01T00-57-40-294Z,50,26-50,true,true,0,1,4.225,4223
lever,distilled,distilled_memory,lever-2026-04-01T00-57-49-442Z,lever_distilled_memory_051,runs/lever/distilled/lever-2026-04-01T00-57-49-442Z,51,51-75,true,true,0,1,4.254,4253
lever,distilled,distilled_memory,lever-2026-04-01T00-57-58-592Z,lever_distilled_memory_052,runs/lever/distilled/lever-2026-04-01T00-57-58-592Z,52,51-75,true,true,0,1,4.245,4243
lever,distilled,distilled_memory,lever-2026-04-01T00-58-07-461Z,lever_distilled_memory_053,runs/lever/distilled/lever-2026-04-01T00-58-07-461Z,53,51-75,true,true,0,1,4.443,4437
lever,distilled,distilled_memory,lever-2026-04-01T00-58-16-545Z,lever_distilled_memory_054,runs/lever/distilled/lever-2026-04-01T00-58-16-545Z,54,51-75,true,true,0,1,4.246,4245
lever,distilled,distilled_memory,lever-2026-04-01T00-58-25-743Z,lever_distilled_memory_055,runs/lever/distilled/lever-2026-04-01T00-58-25-743Z,55,51-75,true,true,0,1,4.261,4260
lever,distilled,distilled_memory,lever-2026-04-01T00-58-34-914Z,lever_distilled_memory_056,runs/lever/distilled/lever-2026-04-01T00-58-34-914Z,56,51-75,true,true,0,1,4.253,4251
lever,distilled,distilled_memory,lever-2026-04-01T00-58-44-010Z,lever_distilled_memory_057,runs/lever/distilled/lever-2026-04-01T00-58-44-010Z,57,51-75,true,true,0,1,4.332,4330
lever,distilled,distilled_memory,lever-2026-04-01T00-58-52-943Z,lever_distilled_memory_058,runs/lever/distilled/lever-2026-04-01T00-58-52-943Z,58,51-75,true,true,0,1,4.284,4281
lever,distilled,distilled_memory,lever-2026-04-01T00-59-02-046Z,lever_distilled_memory_059,runs/lever/distilled/lever-2026-04-01T00-59-02-046Z,59,51-75,true,true,0,1,4.239,4238
lever,distilled,distilled_memory,lever-2026-04-01T00-59-11-246Z,lever_distilled_memory_060,runs/lever/distilled/lever-2026-04-01T00-59-11-246Z,60,51-75,true,true,0,1,4.24,4239
lever,distilled,distilled_memory,lever-2026-04-01T00-59-20-384Z,lever_distilled_memory_061,runs/lever/distilled/lever-2026-04-01T00-59-20-384Z,61,51-75,true,true,0,1,4.244,4242
lever,distilled,distilled_memory,lever-2026-04-01T00-59-29-316Z,lever_distilled_memory_062,runs/lever/distilled/lever-2026-04-01T00-59-29-316Z,62,51-75,true,true,0,1,4.399,4398
lever,distilled,distilled_memory,lever-2026-04-01T00-59-38-344Z,lever_distilled_memory_063,runs/lever/distilled/lever-2026-04-01T00-59-38-344Z,63,51-75,true,true,0,1,4.226,4225
lever,distilled,distilled_memory,lever-2026-04-01T00-59-47-543Z,lever_distilled_memory_064,runs/lever/distilled/lever-2026-04-01T00-59-47-543Z,64,51-75,true,true,0,1,4.262,4261
lever,distilled,distilled_memory,lever-2026-04-01T00-59-56-695Z,lever_distilled_memory_065,runs/lever/distilled/lever-2026-04-01T00-59-56-695Z,65,51-75,true,true,0,1,4.244,4242
lever,distilled,distilled_memory,lever-2026-04-01T01-00-05-765Z,lever_distilled_memory_066,runs/lever/distilled/lever-2026-04-01T01-00-05-765Z,66,51-75,true,true,0,1,4.287,4285
lever,distilled,distilled_memory,lever-2026-04-01T01-00-14-757Z,lever_distilled_memory_067,runs/lever/distilled/lever-2026-04-01T01-00-14-757Z,67,51-75,true,true,0,1,4.299,4291
lever,distilled,distilled_memory,lever-2026-04-01T01-00-23-999Z,lever_distilled_memory_068,runs/lever/distilled/lever-2026-04-01T01-00-23-999Z,68,51-75,true,true,0,1,4.253,4251
lever,distilled,distilled_memory,lever-2026-04-01T01-00-33-193Z,lever_distilled_memory_069,runs/lever/distilled/lever-2026-04-01T01-00-33-193Z,69,51-75,true,true,0,1,4.248,4239
lever,distilled,distilled_memory,lever-2026-04-01T01-00-42-376Z,lever_distilled_memory_070,runs/lever/distilled/lever-2026-04-01T01-00-42-376Z,70,51-75,true,true,0,1,4.277,4275
lever,distilled,distilled_memory,lever-2026-04-01T01-00-51-359Z,lever_distilled_memory_071,runs/lever/distilled/lever-2026-04-01T01-00-51-359Z,71,51-75,true,true,0,1,4.341,4339
lever,distilled,distilled_memory,lever-2026-04-01T01-01-00-346Z,lever_distilled_memory_072,runs/lever/distilled/lever-2026-04-01T01-01-00-346Z,72,51-75,true,true,0,1,4.277,4275
lever,distilled,distilled_memory,lever-2026-04-01T01-01-09-543Z,lever_distilled_memory_073,runs/lever/distilled/lever-2026-04-01T01-01-09-543Z,73,51-75,true,true,0,1,4.258,4256
lever,distilled,distilled_memory,lever-2026-04-01T01-01-18-794Z,lever_distilled_memory_074,runs/lever/distilled/lever-2026-04-01T01-01-18-794Z,74,51-75,true,true,0,1,4.251,4250
lever,distilled,distilled_memory,lever-2026-04-01T01-01-28-019Z,lever_distilled_memory_075,runs/lever/distilled/lever-2026-04-01T01-01-28-019Z,75,51-75,true,true,0,1,4.28,4278
lever,distilled,distilled_memory,lever-2026-04-01T01-01-36-943Z,lever_distilled_memory_076,runs/lever/distilled/lever-2026-04-01T01-01-36-943Z,76,76-100,true,true,0,1,4.375,4374
lever,distilled,distilled_memory,lever-2026-04-01T01-01-46-052Z,lever_distilled_memory_077,runs/lever/distilled/lever-2026-04-01T01-01-46-052Z,77,76-100,true,true,0,1,4.251,4250
lever,distilled,distilled_memory,lever-2026-04-01T01-01-55-246Z,lever_distilled_memory_078,runs/lever/distilled/lever-2026-04-01T01-01-55-246Z,78,76-100,true,true,0,1,4.252,4251
lever,distilled,distilled_memory,lever-2026-04-01T01-02-04-447Z,lever_distilled_memory_079,runs/lever/distilled/lever-2026-04-01T01-02-04-447Z,79,76-100,true,true,0,1,4.236,4234
lever,distilled,distilled_memory,lever-2026-04-01T01-02-13-477Z,lever_distilled_memory_080,runs/lever/distilled/lever-2026-04-01T01-02-13-477Z,80,76-100,true,true,0,1,4.34,4338
